customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Predicted_Purchases_6M,Predicted_Avg_Monetary,CLV_6M
01aed44f9b372a8b9a40201cf7c155a3,29,2,237.24,5,5,5,555,Gold,0.010090340328895,255.83071881638023,2.581419019443125
01aef689891025af290bbdc4788d87da,31,2,371.42,5,5,5,555,Gold,0.0102382780045715,399.3846005691113,4.0890105713713325
01b8c0cf86a1a5e8653ccfddcf906862,44,2,270.12,5,5,5,555,Gold,0.011243942065097,291.0077320227433,3.272074079359008
01cc8550598fb6140923843e6c06326e,132,2,281.84,4,5,5,455,Gold,0.0203848896922099,303.54649707075345,6.187761859244048
01e2dee0a2e7464a701d0c480225501c,156,2,1256.84,4,5,5,455,Gold,0.0237093222446671,1346.6604835733085,31.928407359198825
01ea69b195809e2a8a932de44d8c0f73,20,2,273.4,5,5,5,555,Gold,0.0094462011298311,294.51687445938774,2.7820656322726074
01ebd7292a8ec3c547e0876d1aa4b3db,126,2,378.16,4,5,5,455,Gold,0.0196151606830331,406.5954603322161,7.975435287408269
01f7a6194359c08da2d2c27e1b52101d,123,2,150.15,4,5,4,454,Gold,0.0192391521142526,162.6565679604751,3.129374453373852
0205715514ce31607e0438aa7421f189,62,2,217.76,5,5,4,554,Gold,0.0127688076104602,234.98983629630865,3.000540010081121
021212b1c2f127ec287d99fa9f6346e6,148,2,329.32,4,5,5,455,Gold,0.022556417727697,354.34347356218046,7.992719408751711
0214d81e1cb90cf47f40f5345a1a6c08,112,2,473.12,4,5,5,455,Gold,0.0179097620496839,508.1894133150701,9.1015514686414
0222b08d0816bba0acbcc31ba1d6cc1a,123,2,182.0,4,5,4,454,Gold,0.0192391521142526,196.73162485289183,3.7849496562288714
022bc7ff7c20f7f9343a9fd58bcb3870,120,2,192.52,4,5,4,454,Gold,0.0188689629463995,207.9865573021297,3.924490643083096
022bdd440f8a37e8ba62d67287135a75,155,2,285.84,4,5,5,455,Gold,0.0235626975328308,307.82593906666136,7.253209494987371
02307143f7dce7b43056056566b8e987,12,2,475.2,5,5,5,555,Gold,0.0089024330899589,510.4147231529422,4.543932920998969
023cf83ac35d703a6f3c1b31bcf844d5,174,6,8057.88,4,5,5,455,Gold,0.0325551671758123,8237.814628555805,268.18343239598653
023fafd700dff9fcc64d28e2defe98b9,147,6,3487.5,4,5,5,455,Gold,0.0247187998349318,3565.741189067877,88.14084271574083
024a05bd7b940e8cf5827498ed1e039d,88,2,219.48,5,5,4,554,Gold,0.0152658903175272,236.82999635454905,3.615420748248917
0263aeaed91e6e4375aa412acecf9c79,107,2,382.28,4,5,5,455,Gold,0.0173305178313538,411.0032855880012,7.122899769627857
027f4567829d2f2249e5adeb315bdda4,31,2,349.52,5,5,5,555,Gold,0.0102382780045715,375.9546556415154,3.8491282815708048
02ae654741ad895368bd9ffc371893e5,4,2,162.74,5,5,4,554,Gold,0.0083847421707345,176.12611164259525,1.4767720356571647
02af4338e00cfed3af1a15854865879c,133,2,1198.36,4,5,5,455,Gold,0.0205155013159524,1284.0950415931345,26.34385351561192
02bf19efae533d95c21b5e1ccc633a88,82,2,492.48,5,5,5,555,Gold,0.0146570965128151,528.9019125752645,7.752166378428194
02d274e6844e27614c6ecffbc7b8c7ab,117,2,279.6,4,5,5,455,Gold,0.0185045299642485,301.1500095530451,5.572639375508063
02d8426ded4654ed60b46ddd6d1a4f8c,121,3,2046.42,4,5,5,455,Gold,0.0237782657979389,2140.874413419676,50.906280842299765
03071a983e944c48990031952443e211,70,3,944.43,5,5,5,555,Gold,0.016017847305002,988.7286677150764,15.837304825538183
031862760897c48f91efd54f6545e895,141,2,284.2,4,5,5,455,Gold,0.0215847178789279,306.07136784833915,6.606464125823979
032a8a054066276df2c3df8e1be1611c,124,2,188.92,4,5,4,454,Gold,0.019363838577168,204.13505950581256,3.952838340211149
0332d8ec6d259a1caeda045188ffe70f,58,2,285.73,5,5,5,555,Gold,0.0124161344265288,307.708254411774,3.8205470509291377
03342982485f39b4f1bac62e70ab6ff7,103,4,1093.92,4,5,5,455,Gold,0.0206498224420976,1131.8156993085995,23.371793227901197
0338cedf9fd370fe655047aaa0725078,90,3,1381.41,5,5,5,555,Gold,0.0187608173002528,1445.5972853595158,27.120586560371382
0349b833ebc99262c2369a6e20732960,137,2,138.41,4,5,4,454,Gold,0.0210446728104044,150.09640570248533,3.1587297480265293
035d022d08cfd373cd52040fc4485e78,30,3,318.06,5,5,5,555,Gold,0.0115299965481108,333.85019264997646,3.8492915688403695
036a2b2e7d16c12b97890ea51a2ef172,39,3,735.36,5,5,5,555,Gold,0.0124338575559647,770.1430988310934,9.575849588575071
0373186c0d9c262cb4e09c6271e128b5,122,2,140.88,4,5,4,454,Gold,0.0191151122500905,152.73896113495846,2.9196223870569438
038302481fecf4b95852065a483b8d95,7,2,452.12,5,5,5,555,Gold,0.0085758821327097,485.7223428365536,4.1654975613899055
0385c03f2b10a0a50ee72d8e3649a4b3,152,2,143.32,4,5,4,454,Gold,0.0231271481305465,155.3494207524623,3.5927890657367927
03a2a04722a38803d8c29c7339998d54,34,3,2512.26,5,5,5,555,Gold,0.0119246108717465,2627.916559155145,31.33688237134424
03a3fed0e96dca44d3d9614a4c83103a,91,2,694.12,5,5,5,555,Gold,0.015577899375789,744.6285835889826,11.59974914748552
03a62f764ee7e4701929561d653e4029,112,6,590.0400000000001,4,5,5,455,Gold,0.0170496060092602,603.8111289900074,10.294741853286263
03b243d7ac6a467982044dd9dddb4d68,45,2,583.15,5,5,5,555,Gold,0.0113245406952964,625.9061640175072,7.088099825853152
03c75f8dfffde486ab30360f6e689a4f,14,2,555.72,5,5,5,555,Gold,0.0090358921704604,596.5598905305686,5.390450844055915
03d03aea0d866191e5f60d0fca091f4e,115,2,185.28,4,5,4,454,Gold,0.0182647413854724,200.2407672895364,3.6573458293719496
03e3a430d50d6e1123627d133c65d5c4,145,5,940.25,4,5,5,455,Gold,0.0276390027322731,966.2418568284504,26.70596132091825
03e454af33e93cda33e1b22175ab8361,155,2,216.92,4,5,4,454,Gold,0.0235626975328308,234.091153477168,5.515819044494001
03e5e57dd377a3da84cec48a7bbfba2a,125,2,340.02,4,5,5,455,Gold,0.0194891739842862,365.7909809012341,7.128964068666897
03f2dda26a1b89b7cf91dcd8a41feb96,178,3,469.83,4,5,5,455,Gold,0.0358746615839434,492.5278211453231,17.66926890426551
0419615aa283aa971b6865c136a31868,112,2,471.84,4,5,5,455,Gold,0.0179097620496839,506.8199918763795,9.077025456528714
042b53f9e609289d8f6fcbd59b4acf63,151,6,1030.64,4,5,5,455,Gold,0.0257638215734308,1054.214718502998,27.16059990759587
04411d029ba983c1386fc99accec7c63,80,2,440.58,5,5,5,555,Gold,0.014458610528494,473.3761526783592,6.844361425053319
04612c0745e93a575dac8d71974c805d,117,2,471.84,4,5,5,455,Gold,0.0185045299642485,506.8199918763795,9.378465726156676
047965eae6564b51ea05b945966ec595,20,2,212.89,5,5,4,554,Gold,0.0094462011298311,229.77961566629077,2.1705444651190837
0499e8d702425ef8b10da2172f9fec96,155,2,182.1,4,5,4,454,Gold,0.0235626975328308,196.83861090278955,4.638048651485017
04b3f667f21812ce42117db92b7dbe17,112,2,518.64,4,5,5,455,Gold,0.0179097620496839,556.8894632285022,9.9737577743987
04cf986f0c5486033b0790fbcb6452ed,121,2,215.6,4,5,4,454,Gold,0.0189917166412568,232.6789376185184,4.418972451639589
04e78263360f4c3aee74cc715c333608,112,2,166.92,4,5,4,454,Gold,0.0179097620496839,180.598128528319,3.234469508560434
04ea46c7546b44f82ec3096ddaa941ca,41,2,656.12,5,5,5,555,Gold,0.0110049641503544,703.9738846278574,7.747207363115336
051471ca58786b55a780eddd05465e89,35,2,281.88,5,5,5,555,Gold,0.0105395044811625,303.5892914907126,3.1996806980993187
05290ca0306c13fc3eacdb969d058b85,167,4,1850.88,4,5,5,455,Gold,0.0353353995530828,1914.3240893241348,67.64340657035979
053773e477b7af0d6678c1669b397cda,111,2,503.88,4,5,5,455,Gold,0.0177926805849706,541.098322263602,9.627589613099792
053a441e831f4858b13182fe2671e967,155,2,234.86,4,5,5,455,Gold,0.0235626975328308,253.284450828815,5.968064904648544
053c7943cf3218c20664c01973f729de,113,2,154.34,4,5,4,454,Gold,0.0180274644571866,167.13928345118862,3.013097491815948
05442d85c4114266feb6a926dacb7580,69,2,195.16,5,5,4,554,Gold,0.0134056634236783,210.8109890194289,2.826061164807207
05486eac340ae6a8f4837c6ab027d5ed,127,2,389.98,4,5,5,455,Gold,0.0197418010227621,419.24121143012405,8.276576576595277
0550b43346bf7b76cb465d064ecc7bd5,80,2,158.52,5,5,4,554,Gold,0.014458610528494,171.6113003369124,2.481260953859832
0551b1b0b246b2433f94f989661aea95,64,3,838.71,5,5,5,555,Gold,0.0152636765962096,878.1969494273515,13.404514223837012
0560a02593f282955f85da2db087b078,76,3,551.4000000000001,5,5,5,555,Gold,0.0168029802577703,577.810381311136,9.708936429905757
0581c965ce68e0b4be312e116c15a31a,111,2,312.6,4,5,5,455,Gold,0.0177926805849706,336.45540601928536,5.986443570387761
05bb7b8653c0cc496b7d2db94a36b116,147,3,740.97,4,5,5,455,Gold,0.0287961503713297,776.0084312146929,22.34605547467796
05c3bc7f2c3c3a45c39595a46c76ad58,75,2,196.43,5,5,4,554,Gold,0.0139719510770411,212.16971185312968,2.9644248340418438
05f0ba650e96816117cc49d9194cf3f5,17,2,269.76,5,5,5,555,Gold,0.0092391700027452,290.62258224311154,2.685111443980927
0618ac28167d5d02f1135f98d3d4166c,23,2,171.04,5,5,4,554,Gold,0.0096570379517407,185.00595378410415,1.786609516991082
062850c890eb64c3bec2243bd551fb8f,102,6,240.5,4,5,5,455,Gold,0.0152864620183069,246.49367397781796,3.768016185014857
0641f390b82e408dd226cd5e98327258,163,2,186.34,4,5,4,454,Gold,0.0247561219304829,201.37481941845195,4.985259583252185
06535d08099971aa6f56a2344a3856ec,112,2,398.08,4,5,5,455,Gold,0.0179097620496839,427.9070814718376,7.663714008535339
067ddd62f5d7b69af563df60ee698b5a,36,3,3452.4,5,5,5,555,Gold,0.0121261552282829,3610.845897322208,43.78567785633777
068830daf2867cadbfc655e6a413388e,151,5,9759.75,4,5,5,455,Gold,0.0292248805113756,10022.280884422298,292.8999612986858
06c6f4eaf3c4f75577aced1da71c244f,80,2,251.4,5,5,5,555,Gold,0.014458610528494,270.9799434818942,3.917993463838032
06cf02bf583b05fd91bc8eec0f1b4c3f,107,2,347.6,4,5,5,455,Gold,0.0173305178313538,373.9005234834797,6.479889689382968
06d529bccb0825265d8b5b73c66e53d8,11,2,210.36,5,5,4,554,Gold,0.0088363156465448,227.072868603879,2.00648754175027
06d99479baac3413561b21bd7ac27767,119,2,271.32,4,5,5,455,Gold,0.0187468488262865,292.29156462151565,5.479545775158307
06f94f3ddb4cda1e24b2ccb1bb853a9d,108,2,146.76,4,5,4,454,Gold,0.0174451386797174,159.0297408689431,2.774295883658247
070bca17bc76a393ba985b11b2f9deda,129,2,305.32,4,5,5,455,Gold,0.0199970520319225,328.66682158673296,6.572367532436496
07176b181cc48bdaa6807f4a88e17d4a,72,2,431.62,5,5,5,555,Gold,0.0136864194512329,463.79020260752543,6.347627250258903
07193e2fc8e6b8a63e6c080a3cff4d89,19,2,632.28,5,5,5,555,Gold,0.009376770495287,678.4684103322461,6.361842571987713
07276d89be039ef3505f4c6f781bda37,26,2,1059.25,5,5,5,555,Gold,0.0098717332789222,1135.2667475804471,11.207050532543724
072c530f7b482d9b904977a9b7955a45,89,2,610.68,5,5,5,555,Gold,0.015369324234932,655.3594235543434,10.07243147102484
072c5ee6f5062ed623be67fb0abd8fef,155,2,751.04,4,5,5,455,Gold,0.0235626975328308,805.5250431907522,18.980342947824223
07731871dbc303d9af056c55552492de,33,2,237.2,5,5,5,555,Gold,0.0103879940336459,255.78792439642112,2.657123432508701
078d1ab1e800b24415a6d90e582df853,171,2,471.4,4,5,5,455,Gold,0.0259969983695299,506.3492532568297,13.163560711330526
078fa6a7ee9792303695a290a8338ed4,66,2,273.28,5,5,5,555,Gold,0.0131296241039726,294.3884911995105,3.865210229985221
07b23777533ca4b2107867f3ae97dce5,162,2,173.16,4,5,4,454,Gold,0.0246043738626505,187.27405804193535,4.607760938839494
07b49e1f48e3b25898e300705a980b55,29,2,162.56,5,5,4,554,Gold,0.010090340328895,175.9335367527794,1.775229261101705
07c7a0b82302514ec1c6135dc7dec4cf,110,2,383.66,4,5,5,455,Gold,0.0176762177449705,412.4796930765896,7.291080870200419
07d2fc9925c3b3ef80df52be56a06482,39,2,188.2,5,5,4,554,Gold,0.0108479732807716,203.36475994654916,2.2060954821507024
07e01746e8b90bfb4cab6ef323d33ab2,24,2,342.32,5,5,5,555,Gold,0.0097281717183102,368.2516600488812,3.582415384508342
07e4bae9721bddba07155c1b1cb5abb0,164,4,765.76,4,5,5,455,Gold,0.0344917489421509,792.5798701135321,27.33746589655857
07e6bfcde64d35a92aeea73af4a36411,152,3,956.61,4,5,5,455,Gold,0.0298538099313112,1001.4630257243888,29.897486823211803
0829a7f317e4c74aaf5651b578c781fd,35,2,420.08,5,5,5,555,Gold,0.0105395044811625,451.4440124493311,4.757996192203711
0855291cdc70f901cb28df5cb677b0d1,40,2,148.6,5,5,4,554,Gold,0.0109262373091443,160.99828418706076,1.7591054593928948
086f2e7a1b67f590d6440b35b2e7246e,30,2,480.2,5,5,5,555,Gold,0.0101640878735652,515.7640256478271,5.24227087870826
08793c36970e3c5f00eddedbc3648b3c,170,3,1047.33,4,5,5,455,Gold,0.0339261728716501,1096.312037104094,37.19367169206442
0883816eb4425537f417d5d63553ab8c,164,3,770.58,4,5,5,455,Gold,0.032521621889284,806.9660946511244,26.24384620771604
089b4797064af9e8aa2cce7f5d444cc2,71,4,1893.6,5,5,5,555,Gold,0.0155136756564013,1958.48594519692,30.383315731405556
08a0a61f98f22952682f7e463ef2d43e,167,6,1252.08,4,5,5,455,Gold,0.030340187086808,1280.5818788792044,38.85309378517116
08a97b5d819d8150e70e1a637d34b1ea,124,2,160.32,4,5,4,454,Gold,0.019363838577168,173.53704923507095,3.3603434085459782
08d04bb6463edf9dfe9d9ec2f066614c,135,2,355.6,4,5,5,455,Gold,0.0207787373351512,382.4594074752955,7.94702356928676
08ebd8171843fa54338c3474439144a2,18,3,545.67,5,5,5,555,Gold,0.0104117045096291,571.8195872722722,5.953616575496991
08ef3c3458f9ebc1b7cda8fc71592a8c,162,2,250.84,4,5,5,455,Gold,0.0246043738626505,270.3808216024671,6.652550819997718
08ef50ea1923ce347f194bbc8d8e40e9,27,2,246.52,5,5,5,555,Gold,0.0099441650200292,265.7590242468866,2.6427515926730014
08f632ba547ce8a3f9d4efe3028a216e,29,2,499.29,5,5,5,555,Gold,0.010090340328895,536.1876625732978,5.410315995519305
0900a5f39daf5f37e39f42894f36a85d,172,2,509.28,4,5,5,455,Gold,0.0261555051264451,546.8755689580777,14.303806747410626
0905bd9a4436e519b45948d992a8a04d,42,2,448.24,5,5,5,555,Gold,0.0110841558534496,481.57128410052286,5.337811167516089
09100e2874da1289c4f337ab2eb27db0,83,2,137.56,5,5,4,554,Gold,0.0147571674207155,149.1870242783549,2.2015778942740343
09164c039db9837e7eeeda0a0318973c,152,2,164.86,4,5,4,454,Gold,0.0231271481305465,178.39421590042645,4.125749456761859
0922ca5cbf709f1cbbcf0121e4eaba91,49,4,841.12,5,5,5,555,Gold,0.0126559589458161,870.4833686756367,11.0168017769746
09277ee4061f1343433859dcdbd838de,27,3,245.7,5,5,5,555,Gold,0.0112413271822525,258.1968145256879,2.9024748694986227
092c59785bad44d0412797caf8867e5c,89,3,2246.67,5,5,5,555,Gold,0.018614940293108,2350.238550641743,43.749550294756936
0971df83869ecd83b4282f773573bff3,80,2,297.44,5,5,5,555,Gold,0.014458610528494,320.2363208547944,4.630172240317321
0971e2b38bc165dd8bf1b9d24a054890,21,2,909.32,5,5,5,555,Gold,0.0095160546159774,974.8625629688286,9.276845392283144
097c16abe2faea176ce88673499b5525,22,3,773.01,5,5,5,555,Gold,0.0107737896031895,809.5066931702237,8.721454794589738
0980d72e94bede8b0f7d8a4cd32511c8,159,3,893.8499999999999,4,5,5,455,Gold,0.0313874688181555,935.8465800212329,29.373855348993956
099777051fbedb21f76286089db72fba,62,2,140.92,5,5,4,554,Gold,0.0127688076104602,152.78175555491754,1.950840843069113
0999c7720d666729eec4968ae4ac70bb,104,2,647.58,4,5,5,455,Gold,0.0169903023413959,694.837275966594,11.805495396744371
099d4294d899dbebe71857546475ddcd,79,2,189.16,5,5,4,554,Gold,0.0143601910085456,204.39182602556704,2.935105662312577
09cc193befa14d698869667e92148ab2,134,4,1566.64,4,5,5,455,Gold,0.0269398418343892,1620.4906175713134,43.655760931483
09e2826379ca2fed821563c9049a0a77,139,2,452.08,4,5,5,455,Gold,0.0213133266739327,485.6795484165944,10.351446874250998
09f166677f364961abf0cfe78df50b03,126,4,1174.64,4,5,5,455,Gold,0.0251792793877951,1215.26010488096,30.599373709638968
0a1086a4021cc95c10d53035aa0e012c,170,3,902.4,4,5,5,455,Gold,0.0339261728716501,944.7857229588044,32.052963763767366
0a2e34cd9906d1040ce291b056d90e4a,94,2,143.28,5,5,4,554,Gold,0.0158950641839297,155.30662633250324,2.468608793744738
0a2e444bd70cfacf79d005476d8936b5,136,2,192.89,4,5,4,454,Gold,0.0209113664580189,208.3824056867512,4.357560848719225
0a3459f8f647c54834ba504e02519cbf,158,2,270.56,4,5,5,455,Gold,0.0240047483293825,291.47847064229313,6.996867331201555
0a36842868e0ea8fcd234e4df971fad0,42,2,174.0,5,5,4,554,Gold,0.0110841558534496,188.172740861076,2.085735987074966
0a53171e0b4c26a01456fa4defeac4d5,168,2,236.74,4,5,5,455,Gold,0.0255260315039249,255.29578856689173,6.5166883417778445
0a59f8ef2c08c550b607e7a5b71c754e,96,2,1020.2,4,5,5,455,Gold,0.0161094018455139,1093.488695095396,17.615448802818435
0a63548671f07e285558169123b2ab35,132,2,219.02,4,5,4,454,Gold,0.0203848896922099,236.3378605250197,4.817721216895433
0a73eee582826e3f9ff1c5e557716c0b,14,2,841.16,5,5,5,555,Gold,0.0090358921704604,901.9408713585576,8.149840457727077
0a7798689bde326ea921c4c1f9b2cf48,83,2,388.26,5,5,5,555,Gold,0.0147571674207155,417.4010513718836,6.159657196677566
0a7a01c85394193b60b4edea15964d7a,14,2,339.16,5,5,5,555,Gold,0.0090358921704604,364.870900872114,3.29693411641919
0a7cdb607bacd00cb014013d91f5a218,139,2,183.06,4,5,4,454,Gold,0.0213133266739327,197.86567698180747,4.217175811072112
0ac6e866456134e119bfe219a91cd925,107,2,173.16,4,5,4,454,Gold,0.0173305178313538,187.27405804193535,3.2455564022457493
0addc0618187d40767e6c49c395cc565,162,4,418.88,4,5,5,455,Gold,0.0339386693461812,433.9922164348848,14.729118332399882
0af8a25fb0b6f833724bb5818275807b,20,2,378.36,5,5,5,555,Gold,0.0094462011298311,406.80943243201153,3.842803720265236
0b0a4e9f5cbb2762f23341a271219afb,85,2,245.04,5,5,5,555,Gold,0.0149589762044091,264.17563070840066,3.951796973551756
0b27725e97cb4b6100a8a01b288cead5,67,3,743.04,5,5,5,555,Gold,0.0156369513851215,778.1726447679996,12.168247815468655
0b29b46052f69080a341a49dcd982955,83,2,252.68,5,5,5,555,Gold,0.0147571674207155,272.3493649205848,4.019105175058616
0b31586b5082359faf1b2861230a17b7,156,3,331.11,4,5,5,455,Gold,0.0307225320353999,347.4941476599539,10.675900083596922
0b42763d66e65a34f6e2978facaf93da,35,6,806.04,5,5,5,555,Gold,0.0070964448677994,824.6172464089949,5.851850826177997
0b5065817c2e406c9d9416fd353330d4,136,2,425.76,4,5,5,455,Gold,0.0209113664580189,457.52082008352033,9.567385530939848
0b5ba46cf03cfbe33cb831c793b78614,101,2,1265.48,4,5,5,455,Gold,0.0166555091224068,1355.9040782844695,22.58327274497568
0b5f60cff1a206e0bc33c120b8db0335,128,3,269.1,4,5,5,455,Gold,0.0250523971057744,282.6618373021991,7.08135659474249
0b8235b65e5edc54a726c674bf16661f,38,4,1306.4,5,5,5,555,Gold,0.0114060153620198,1351.4671772076972,15.414855384496647
0b8eb01b2a378b535126bdf817eb1761,151,5,1319.5,4,5,5,455,Gold,0.0292248805113756,1355.6633434450348,39.61909922583314
0b8f3578fcafc95887db21db6e68a9f1,164,2,313.52,4,5,5,455,Gold,0.0249086114376669,337.4396776783442,8.405153814941453
0ba31c6990ca00aca5d0818cd491013c,156,2,585.92,4,5,5,455,Gold,0.0237093222446671,628.8696775996734,14.91007383611058
0bab2439d75a6b9559f2d49f3e499faa,104,2,151.32,4,5,4,454,Gold,0.0169903023413959,163.90830474427813,2.784851653870942
0bb2df81f240ddaa795107ec087ca5c1,24,4,1498.08,5,5,5,555,Gold,0.009970534148622,1549.6166279028166,15.450505505777508
0be35675024b139cf0359dcfdf6b80f8,121,2,176.92,4,5,4,454,Gold,0.0189917166412568,191.2967335180888,3.633053357373572
0be4ccac4dad0eece92dc788cd5e9260,101,2,217.28,4,5,4,454,Gold,0.0166555091224068,234.4763032567997,3.90532220788187
0c1faf0b5e24b7a0c450332dba9a9324,13,2,555.36,5,5,5,555,Gold,0.0089689579612619,596.174740750937,5.347066187361421
0c30d6931a3ecd7724601a0fbf5151e2,82,3,213.93,5,5,4,554,Gold,0.0176200407847454,224.98084129450143,3.964171599395467
0c43ce6eb8a94b14d8eacee4b844d0d7,157,2,149.56,4,5,4,454,Gold,0.0238566717159501,162.02535026607865,3.8653855909596713
0c4a0b8d4ec522828d3c1cb06797222d,143,2,162.03,4,5,4,454,Gold,0.0218588653978172,175.3665106883216,3.833312952420896
0c562074c5f964adc5bcfa39d647a834,141,4,787.52,4,5,5,455,Gold,0.0285643025763368,815.0742985730782,23.282028886636898
0c5e2526f505308526e91651e4ea4d5c,169,3,276.21,4,5,5,455,Gold,0.0336887376781572,290.0954403766005,9.7729491924768
0c72632077a893989155f0507aed5927,178,2,423.84,4,5,5,455,Gold,0.0271226490142239,455.4666879254845,12.353463114273968
0c84917730287c0b7fd7fb02a8389a9c,101,2,930.96,4,5,5,455,Gold,0.0166555091224068,998.0143441666904,16.622437013561235
0c89a9e6294064d33266e47d26e79f15,101,2,329.32,4,5,5,455,Gold,0.0166555091224068,354.34347356218046,5.901770956380239
0c8d2c8d7de4b3bbb87eb8475d964252,84,2,877.04,5,5,5,555,Gold,0.014857793240937,940.3274660618516,13.971191069521252
0c90e2e49b87f3b84262ad7f6f7b11af,161,3,541.47,4,5,5,455,Gold,0.0318372156129077,567.4284293380266,18.06534124972837
0c958dd9059fdd562462f4268f573fbb,56,2,356.4,5,5,5,555,Gold,0.012242808785537,383.315295874477,4.692855871962768
0c9fdc5b4e2b1d8d52de981dd05d7222,115,2,308.84,4,5,5,455,Gold,0.0182647413854724,332.4327305431319,6.071797851436747
0cb784f306c422f2792472ad6607b540,86,3,316.98,5,5,5,555,Gold,0.018182969067968,332.72103775259905,6.049856337717724
0cbe168a97e6c609efc3b68817fcc92f,98,3,464.4,4,5,5,455,Gold,0.019962465118251,486.8506812446198,9.7187397421425
0cd67820f456209bfe3d280797e577d6,118,2,468.78,4,5,5,455,Gold,0.018625371943853,503.54621874951,9.3787356151304
0cf44a827f1bda40bb968f6c0393aec8,88,3,813.8700000000001,5,5,5,555,Gold,0.0184700096829163,852.2263867876703,15.74062961600506
0d0590bc20e9fd71eb9d0eb72ea7329a,141,2,1052.6,4,5,5,455,Gold,0.0215847178789279,1128.15217526225,24.35084642753454
0d05af7e5a21aa81bdc60f6cb6ae91cf,104,2,1160.6,4,5,5,455,Gold,0.0169903023413959,1243.6971091517637,21.130789905608527
0d143037269090509ae15979eddd8997,129,3,355.02,4,5,5,455,Gold,0.025238917110225,372.49238247133775,9.401304365384348
